,Magnesium,Sodium,"Sodium, percent total cations",Potassium,Calcium
2363,54.0,120.0,36.0,2.0,93.0
2364,30.0,33.0,33.0,1.6,58.0
2365,28.0,100.0,53.0,1.7,29.0
2366,32.0,75.0,44.0,4.5,29.0
2367,36.0,82.0,43.0,2.9,34.0
2368,59.0,120.0,36.0,1.5,88.0
2369,46.0,38.0,14.0,1.5,120.0
2370,17.0,22.0,24.0,1.2,31.0
2371,46.0,140.0,44.0,2.3,81.0
2372,52.0,45.0,18.0,2.2,91.0
2373,37.0,58.0,28.0,1.9,70.0
2374,14.0,23.0,31.0,1.2,21.0
2375,51.0,120.0,43.0,1.1,55.0
2376,110.0,43.0,14.0,1.5,58.0
2377,20.0,36.0,32.0,1.8,32.0
2378,28.0,57.0,35.0,1.9,46.0
2379,20.0,36.0,30.0,1.8,39.0
2380,130.0,200.0,35.0,1.2,110.0
2381,31.0,37.0,21.0,0.6,67.0
2382,63.0,87.0,32.0,1.5,55.0
2383,42.0,31.0,21.0,2.1,30.0
2384,51.0,52.0,17.0,2.6,130.0
2385,30.0,51.0,30.0,2.2,54.0
2386,14.0,53.0,47.0,1.3,29.0
2387,32.0,44.0,25.0,2.2,61.0
2388,40.0,37.0,25.0,2.0,28.0
2389,30.0,23.0,20.0,1.3,32.0
2390,34.0,73.0,33.0,2.7,74.0
2391,43.0,23.0,15.0,2.4,45.0
2392,59.0,42.0,15.0,2.2,110.0
2393,18.0,70.0,44.0,0.8,49.0
2394,72.0,28.0,13.0,1.5,39.0
2395,44.0,72.0,28.0,3.4,85.0
2396,120.0,96.0,23.0,1.6,87.0
2397,57.0,66.0,21.0,2.8,120.0
2398,83.0,41.0,16.0,1.8,49.0
2399,30.0,37.0,22.0,2.1,61.0
2400,100.0,110.0,24.0,2.8,130.0
2401,40.0,21.0,16.0,1.5,31.0
2402,41.0,20.0,15.0,1.5,32.0
2403,64.0,59.0,18.0,2.6,120.0
2404,58.0,33.0,17.0,1.6,47.0
2405,21.0,59.0,36.0,2.5,56.0
2406,22.0,59.0,35.0,2.3,58.0
2407,71.0,33.0,15.0,2.3,51.0
2408,53.0,190.0,41.0,1.2,150.0
2409,79.0,49.0,15.0,3.2,110.0
2410,48.0,150.0,51.0,2.1,45.0
2411,68.0,43.0,18.0,2.7,54.0
2412,99.0,85.0,24.0,2.3,76.0
2413,70.0,130.0,36.0,2.9,81.0
2414,72.0,85.0,29.0,2.4,62.0
2415,89.0,120.0,28.0,1.9,270.0
2416,83.0,73.0,24.0,1.2,67.0
2417,88.0,46.0,18.0,1.0,39.0
2418,410.0,880.0,34.0,4.7,780.0
2419,42.0,99.0,34.0,3.3,98.0
2420,59.0,230.0,55.0,1.0,68.0
2421,68.0,200.0,49.0,3.4,65.0
2422,80.0,150.0,37.0,2.3,85.0
2423,53.0,110.0,42.0,3.3,42.0
2424,220.0,480.0,59.0,2.2,290.0
2425,59.0,330.0,58.0,2.8,110.0
2426,80.0,84.0,28.0,2.9,54.0
2427,25.0,98.0,44.0,1.7,68.0
2428,52.0,85.0,33.0,3.6,63.0
2429,50.0,220.0,57.0,1.3,63.0
2430,19.0,120.0,60.0,1.7,39.0
2431,37.0,170.0,59.0,1.5,42.0
2432,44.0,240.0,60.0,2.1,64.0
2433,46.0,220.0,58.0,1.3,63.0
2434,45.0,270.0,58.0,1.9,98.0
2435,9.3,230.0,87.0,3.0,14.0
2436,56.0,28.0,14.0,1.8,52.0
2437,77.0,250.0,46.0,1.3,130.0
2438,38.0,210.0,62.0,0.7,49.0
2439,41.0,62.0,26.0,0.5,87.0
2440,33.0,93.0,44.0,2.0,47.0
2441,21.0,270.0,81.0,1.6,20.0
2442,36.0,270.0,61.0,1.5,88.0
2443,34.0,230.0,64.0,2.0,57.0
2444,29.0,150.0,51.0,2.1,79.0
2445,16.0,440.0,89.0,0.7,20.0
2446,22.0,290.0,76.0,1.6,43.0
2447,53.0,370.0,62.0,2.1,110.0
2448,12.0,120.0,66.0,1.6,33.0
2449,23.0,97.0,51.0,1.1,42.0
2450,31.0,70.0,24.0,0.6,140.0
2451,10.0,80.0,61.0,0.7,27.0
2452,31.0,150.0,51.0,1.8,73.0
2453,36.0,140.0,54.0,2.1,43.0
2454,11.0,99.0,70.0,2.0,17.0
2455,130.0,600.0,60.0,1.6,140.0
2456,20.0,55.0,27.0,0.7,94.0
2457,7.9,82.0,76.0,0.7,9.6
2458,52.0,850.0,81.0,2.6,84.0
2459,45.0,920.0,84.0,2.4,79.0
2460,52.0,480.0,74.0,3.9,60.0
2461,25.0,140.0,59.0,2.0,43.0
2462,20.0,240.0,81.0,1.3,17.0
2463,32.0,89.0,35.0,1.0,92.0
2464,30.0,70.0,28.0,1.1,110.0
2465,43.0,130.0,40.0,3.6,99.0
2466,8.4,31.0,42.0,3.9,21.0
2467,46.0,130.0,38.0,1.9,110.0
2468,31.0,93.0,40.0,1.4,71.0
2469,18.0,28.0,28.0,2.2,32.0
2470,35.0,120.0,42.0,2.4,88.0
2471,44.0,130.0,38.0,1.8,110.0
2472,39.0,100.0,35.0,1.7,95.0
2473,46.0,140.0,41.0,1.7,100.0
2474,42.0,130.0,42.0,1.9,86.0
2475,41.0,130.0,43.0,2.1,84.0
2476,74.0,32.0,15.0,2.3,35.0
2477,54.0,28.0,17.0,2.3,29.0
2478,65.0,34.0,18.0,2.3,31.0
2479,95.0,55.0,19.0,2.9,49.0
2480,110.0,60.0,18.0,3.6,58.0
2481,30.0,230.0,69.0,2.4,39.0
2482,56.0,390.0,67.0,4.2,75.0
2483,78.0,480.0,65.0,3.3,100.0
2484,49.0,190.0,53.0,2.0,63.0
2485,32.0,150.0,57.0,2.9,45.0
2486,28.0,140.0,59.0,2.4,37.0
2487,16.0,110.0,63.0,3.1,28.0
2488,38.0,310.0,69.0,4.6,57.0
2489,61.0,380.0,64.0,3.9,83.0
2490,37.0,180.0,59.0,2.3,47.0
2491,34.0,170.0,60.0,4.0,41.0
2492,47.0,95.0,41.0,2.5,39.0
2493,24.0,61.0,40.0,2.5,38.0
2494,42.0,74.0,32.0,2.3,68.0
2495,48.0,60.0,26.0,2.0,67.0
2496,43.0,47.0,22.0,1.9,73.0
2497,54.0,64.0,30.0,1.9,43.0
2498,45.0,64.0,27.0,2.2,72.0
2499,44.0,53.0,24.0,1.9,74.0
2500,54.0,63.0,30.0,1.8,37.0
2501,54.0,66.0,31.0,2.1,41.0
2502,51.0,64.0,29.0,2.3,51.0
2503,49.0,72.0,31.0,3.9,60.0
2504,35.0,190.0,63.0,3.7,39.0
2505,30.0,110.0,46.0,6.5,58.0
2506,36.0,160.0,53.0,4.0,62.0
2507,33.0,67.0,34.0,2.8,59.0
2508,37.0,78.0,34.0,2.8,68.0
2509,38.0,83.0,35.0,2.9,70.0
2510,17.0,32.0,32.0,2.4,30.0
2511,15.0,29.0,33.0,2.3,26.0
2512,10.0,26.0,38.0,4.2,19.0
2513,12.0,27.0,34.0,1.8,25.0
2514,13.0,28.0,33.0,3.3,26.0
2515,15.0,41.0,36.0,2.2,38.0
2516,17.0,33.0,31.0,2.2,35.0
2517,15.0,31.0,32.0,1.9,31.0
2518,18.0,36.0,33.0,2.0,34.0
2519,17.0,36.0,35.0,2.1,28.0
2520,18.0,36.0,34.0,2.0,29.0
2521,18.0,34.0,32.0,2.3,32.0
2522,32.0,69.0,36.0,3.6,53.0
2523,23.0,46.0,36.0,3.5,33.0
2524,34.0,51.0,29.0,2.2,53.0
2525,35.0,76.0,37.0,2.3,54.0
2526,15.0,47.0,45.0,2.0,25.0
2527,45.0,77.0,31.0,2.6,71.0
2528,42.0,75.0,32.0,2.3,69.0
2529,42.0,79.0,33.0,2.8,72.0
2530,46.0,68.0,29.0,2.5,69.0
2531,24.0,49.0,36.0,2.2,35.0
2532,27.0,49.0,33.0,2.4,41.0
2533,34.0,390.0,79.0,3.2,35.0
2534,32.0,140.0,56.0,2.2,43.0
2535,23.0,41.0,28.0,2.0,52.0
2536,110.0,290.0,53.0,1.7,45.0
2537,32.0,110.0,54.0,2.6,29.0
2538,70.0,260.0,54.0,3.5,77.0
2539,64.0,71.0,26.0,1.5,71.0
2540,52.0,80.0,28.0,4.3,91.0
2541,93.0,62.0,20.0,2.8,56.0
2542,37.0,91.0,36.0,1.9,80.0
2543,55.0,50.0,17.0,0.5,120.0
2544,5.8,8.8,23.0,1.6,15.0
2545,33.0,39.0,21.0,1.1,72.0
2546,49.0,130.0,40.0,3.0,87.0
2547,73.0,64.0,18.0,2.3,130.0
2548,60.0,160.0,43.0,1.2,83.0
2549,22.0,38.0,30.0,1.4,39.0
2550,63.0,150.0,41.0,1.0,84.0
2551,67.0,97.0,27.0,2.4,120.0
2552,53.0,130.0,38.0,1.3,96.0
2553,27.0,31.0,21.0,1.5,56.0
2554,31.0,110.0,53.0,1.4,32.0
2555,35.0,82.0,44.0,2.9,31.0
2556,54.0,130.0,40.0,1.2,81.0
2557,15.0,20.0,24.0,1.1,30.0
2558,55.0,150.0,41.0,1.7,99.0
2559,52.0,42.0,17.0,1.8,94.0
2560,13.0,22.0,31.0,1.2,21.0
2561,53.0,120.0,41.0,0.9,60.0
2562,90.0,40.0,15.0,1.4,50.0
2563,15.0,29.0,33.0,1.5,26.0
2564,26.0,56.0,36.0,1.6,45.0
2565,19.0,36.0,31.0,1.7,37.0
2566,170.0,270.0,37.0,0.7,120.0
2567,27.0,29.0,19.0,0.7,61.0
2568,65.0,84.0,30.0,1.3,60.0
2569,41.0,31.0,22.0,1.8,29.0
2570,45.0,48.0,20.0,2.2,90.0
2571,34.0,52.0,27.0,2.0,63.0
2572,14.0,49.0,45.0,1.3,29.0
2573,30.0,32.0,20.0,1.9,58.0
2574,31.0,32.0,27.0,1.6,23.0
2575,26.0,23.0,22.0,1.1,26.0
2576,30.0,66.0,33.0,2.2,67.0
2577,42.0,24.0,16.0,2.1,43.0
2578,53.0,39.0,15.0,1.9,100.0
2579,19.0,69.0,42.0,0.8,50.0
2580,69.0,35.0,17.0,1.3,37.0
2581,51.0,82.0,28.0,2.8,95.0
2582,120.0,93.0,23.0,1.2,80.0
2583,58.0,100.0,30.0,2.9,110.0
2584,78.0,40.0,17.0,1.3,44.0
2585,28.0,37.0,23.0,1.7,62.0
2586,110.0,120.0,25.0,2.5,130.0
2587,41.0,21.0,16.0,1.4,31.0
2588,71.0,48.0,14.0,2.4,130.0
2589,23.0,62.0,35.0,2.1,61.0
2590,73.0,33.0,14.0,1.9,52.0
2591,56.0,210.0,42.0,1.0,160.0
2592,75.0,44.0,15.0,2.2,97.0
2593,49.0,150.0,50.0,1.7,47.0
2594,64.0,43.0,19.0,1.8,52.0
2595,73.0,87.0,30.0,1.9,56.0
2596,53.0,100.0,36.0,2.0,66.0
2597,85.0,77.0,22.0,2.4,92.0
2598,73.0,100.0,32.0,2.3,63.0
2599,70.0,130.0,26.0,1.6,200.0
2600,72.0,69.0,25.0,1.0,57.0
2601,63.0,45.0,23.0,0.8,29.0
2602,330.0,670.0,32.0,3.6,720.0
2603,49.0,110.0,33.0,2.7,110.0
2604,57.0,240.0,57.0,0.8,62.0
2605,68.0,220.0,51.0,2.3,68.0
2606,76.0,150.0,39.0,2.0,82.0
2607,53.0,110.0,43.0,2.7,41.0
2608,210.0,480.0,39.0,4.6,310.0
2609,56.0,340.0,59.0,2.2,110.0
2610,73.0,82.0,30.0,2.4,49.0
2611,22.0,93.0,46.0,1.4,57.0
2612,54.0,86.0,33.0,1.8,65.0
2613,46.0,210.0,57.0,1.2,59.0
2614,19.0,120.0,59.0,1.5,41.0
2615,61.0,54.0,23.0,1.8,52.0
2616,43.0,230.0,60.0,1.8,62.0
2617,45.0,200.0,56.0,1.1,61.0
2618,48.0,270.0,55.0,1.6,110.0
2619,9.6,260.0,87.0,2.5,16.0
2620,59.0,280.0,56.0,1.0,95.0
2621,36.0,230.0,65.0,0.6,48.0
2622,38.0,62.0,28.0,0.5,78.0
2623,30.0,85.0,45.0,1.6,40.0
2624,23.0,270.0,79.0,1.4,24.0
2625,37.0,270.0,61.0,1.0,89.0
2626,31.0,230.0,67.0,1.4,49.0
2627,29.0,140.0,48.0,1.9,81.0
2628,25.0,500.0,85.0,0.7,34.0
2629,15.0,170.0,72.0,2.4,33.0
2630,54.0,370.0,62.0,2.2,110.0
2631,24.0,100.0,51.0,1.0,44.0
2632,31.0,65.0,23.0,0.5,140.0
2633,9.7,83.0,63.0,0.6,27.0
2634,27.0,150.0,54.0,1.6,68.0
2635,33.0,140.0,57.0,1.9,38.0
2636,20.0,230.0,78.0,1.6,24.0
2637,20.0,49.0,26.0,0.6,91.0
2638,28.0,170.0,66.0,0.9,31.0
2639,46.0,820.0,82.0,1.9,83.0
2640,50.0,540.0,76.0,1.8,63.0
2641,26.0,150.0,60.0,1.5,44.0
2642,23.0,240.0,78.0,1.1,20.0
2643,33.0,86.0,34.0,0.9,93.0
2644,27.0,67.0,27.0,1.0,110.0
2645,49.0,140.0,40.0,1.5,99.0
2646,17.0,50.0,39.0,2.9,40.0
2647,28.0,73.0,35.0,2.4,71.0
2648,44.0,110.0,36.0,1.8,100.0
2649,25.0,63.0,34.0,2.7,63.0
2650,42.0,120.0,39.0,1.6,95.0
2651,100.0,63.0,20.0,3.2,48.0
2652,25.0,15.0,17.0,2.7,21.0
2653,55.0,31.0,18.0,2.8,31.0
2654,47.0,24.0,16.0,2.2,29.0
2655,23.0,14.0,17.0,2.5,21.0
2656,20.0,12.0,16.0,2.3,20.0
2657,88.0,47.0,17.0,3.6,48.0
2658,91.0,53.0,19.0,4.3,48.0
2659,28.0,110.0,53.0,2.4,38.0
2660,20.0,150.0,68.0,4.1,27.0
2661,74.0,290.0,54.0,2.3,89.0
2662,25.0,160.0,62.0,4.7,43.0
2663,88.0,520.0,64.0,3.7,110.0
2664,31.0,210.0,65.0,4.9,43.0
2665,32.0,120.0,53.0,3.2,37.0
2666,18.0,78.0,51.0,7.2,31.0
2667,65.0,250.0,56.0,2.9,66.0
2668,31.0,180.0,60.0,4.6,50.0
2669,72.0,420.0,63.0,4.4,96.0
2670,21.0,130.0,61.0,4.4,35.0
2671,29.0,110.0,53.0,3.0,35.0
2672,11.0,58.0,55.0,3.6,22.0
2673,47.0,46.0,22.0,3.0,62.0
2674,26.0,53.0,37.0,3.5,34.0
2675,48.0,110.0,41.0,2.4,60.0
2676,55.0,180.0,51.0,3.2,57.0
2677,23.0,40.0,34.0,2.9,29.0
2678,25.0,45.0,36.0,2.9,28.0
2679,39.0,72.0,36.0,2.3,45.0
2680,46.0,45.0,23.0,2.8,57.0
2681,54.0,47.0,24.0,1.9,43.0
2682,16.0,60.0,46.0,7.6,32.0
2683,21.0,51.0,35.0,2.8,45.0
2684,33.0,100.0,41.0,3.1,68.0
2685,30.0,75.0,39.0,3.0,53.0
2686,14.0,17.0,23.0,2.3,26.0
2687,39.0,71.0,32.0,2.8,66.0
2688,22.0,31.0,26.0,2.2,38.0
2689,17.0,19.0,22.0,2.2,30.0
2690,30.0,54.0,31.0,2.9,52.0
2691,16.0,56.0,48.0,2.2,25.0
2692,19.0,60.0,44.0,3.0,33.0
2693,14.0,19.0,24.0,2.3,27.0
2694,20.0,31.0,27.0,2.2,39.0
2695,21.0,35.0,30.0,2.3,36.0
2696,17.0,34.0,33.0,2.0,32.0
2697,11.0,30.0,39.0,4.0,20.0
2698,31.0,61.0,35.0,2.9,47.0
2699,16.0,23.0,26.0,2.5,29.0
2700,40.0,84.0,34.0,2.5,76.0
2701,18.0,25.0,26.0,2.3,32.0
2702,18.0,24.0,25.0,2.5,33.0
2703,32.0,60.0,34.0,1.9,48.0
2704,30.0,53.0,32.0,2.2,49.0
2705,43.0,93.0,36.0,2.8,73.0
2706,31.0,400.0,80.0,3.3,33.0
2707,31.0,110.0,49.0,2.7,46.0
2708,20.0,49.0,35.0,1.9,44.0
2709,32.0,99.0,51.0,3.0,29.0
2710,100.0,150.0,39.0,0.9,42.0
2711,88.0,270.0,51.0,3.5,80.0
2712,110.0,81.0,19.0,2.1,118.0
2713,53.0,74.0,26.0,4.5,95.0
2714,76.0,52.0,21.0,2.7,45.0
2715,42.0,92.0,35.0,2.0,82.0
2716,52.0,51.0,18.0,0.9,121.0
2717,34.0,36.0,19.0,1.1,74.0
2718,45.0,120.0,41.0,2.9,75.0
2719,69.0,65.0,19.0,2.5,126.0
2720,70.0,170.0,41.0,1.3,95.0
2721,32.0,46.0,26.0,1.7,62.0
2722,61.0,140.0,40.0,1.0,84.0
2723,51.0,86.0,30.0,2.3,93.0
2724,51.0,120.0,37.0,1.4,97.0
2725,27.0,29.0,21.0,1.3,51.0
2726,33.0,100.0,50.0,1.5,33.0
2727,38.0,83.0,43.0,3.1,33.0
2728,51.0,120.0,39.0,1.4,77.0
2729,42.0,34.0,14.0,1.6,110.0
2730,18.0,21.0,23.0,1.2,31.0
2731,50.0,140.0,42.0,1.6,83.0
2732,57.0,43.0,16.0,1.9,96.0
2733,4.9,6.2,20.0,1.4,13.0
2734,48.0,110.0,43.0,0.9,49.0
2735,100.0,42.0,14.0,1.2,56.0
2736,19.0,42.0,36.0,1.8,34.0
2737,25.0,36.0,25.0,2.9,50.0
2738,160.0,200.0,32.0,0.7,110.0
2739,26.0,28.0,19.0,0.5,59.0
2740,70.0,86.0,30.0,1.3,63.0
2741,42.0,29.0,20.0,2.1,29.0
2742,38.0,45.0,21.0,2.8,81.0
2743,34.0,56.0,29.0,2.2,65.0
2744,15.0,48.0,43.0,1.2,30.0
2745,30.0,31.0,20.0,2.2,59.0
2746,33.0,31.0,26.0,1.8,23.0
2747,32.0,27.0,21.0,1.4,33.0
2748,33.0,71.0,33.0,2.4,69.0
2749,42.0,21.0,14.0,1.9,44.0
2750,65.0,41.0,14.0,2.0,113.0
2751,18.0,66.0,42.0,0.7,49.0
2752,78.0,29.0,13.0,1.3,40.0
2753,54.0,80.0,27.0,3.4,95.0
2754,120.0,89.0,22.0,1.2,77.0
2755,62.0,110.0,31.0,2.8,112.0
2756,82.0,40.0,16.0,1.3,46.0
2757,22.0,39.0,31.0,1.9,37.0
2758,93.0,91.0,22.0,2.7,124.0
2759,39.0,20.0,15.0,1.3,32.0
2760,78.0,48.0,13.0,2.7,149.0
2761,22.0,57.0,34.0,2.1,58.0
2762,73.0,32.0,14.0,1.9,52.0
2763,56.0,200.0,41.0,1.3,160.0
2764,80.0,46.0,14.0,2.3,109.0
2765,47.0,120.0,45.0,1.6,50.0
2766,39.0,26.0,19.0,1.2,31.0
2767,78.0,76.0,26.0,2.1,58.0
2768,52.0,86.0,34.0,1.8,60.0
2769,75.0,110.0,34.0,2.3,63.0
2770,58.0,120.0,29.0,1.5,166.0
2771,63.0,60.0,25.0,0.8,49.0
2772,94.0,48.0,18.0,0.8,41.0
2773,390.0,720.0,29.0,4.1,900.0
2774,45.0,97.0,33.0,2.8,98.0
2775,70.0,200.0,49.0,2.2,66.0
2776,71.0,200.0,48.0,2.4,70.0
2777,220.0,440.0,36.0,1.8,310.0
2778,62.0,340.0,57.0,2.4,120.0
2779,78.0,67.0,25.0,2.5,50.0
2780,22.0,91.0,45.0,1.4,59.0
2781,51.0,82.0,33.0,1.7,62.0
2782,47.0,200.0,56.0,1.3,60.0
2783,21.0,130.0,59.0,1.5,42.0
2784,44.0,220.0,58.0,2.0,64.0
2785,49.0,270.0,55.0,1.7,110.0
2786,10.0,240.0,86.0,2.5,17.0
2787,62.0,250.0,52.0,1.1,100.0
2788,40.0,250.0,65.0,0.5,50.0
2789,36.0,60.0,28.0,0.5,74.0
2790,14.0,29.0,34.0,2.3,24.0
2791,15.0,200.0,82.0,1.2,14.0
2792,32.0,220.0,65.0,1.6,52.0
2793,29.0,140.0,49.0,1.9,80.0
2794,53.0,530.0,72.0,1.0,91.0
2795,24.0,280.0,74.0,1.1,45.0
2796,54.0,370.0,62.0,2.0,110.0
2797,23.0,93.0,50.0,1.4,41.0
2798,33.0,67.0,23.0,0.4,144.0
2799,9.1,80.0,63.0,0.9,25.0
2800,27.0,140.0,53.0,1.4,64.0
2801,35.0,130.0,52.0,1.8,44.0
2802,8.4,96.0,71.0,2.1,20.0
2803,19.0,45.0,24.0,2.0,95.0
2804,8.7,81.0,73.0,0.6,11.0
2805,45.0,870.0,83.0,2.0,82.0
2806,47.0,480.0,76.0,1.7,57.0
2807,26.0,140.0,57.0,1.8,47.0
2808,29.0,260.0,76.0,1.1,25.0
2809,35.0,88.0,33.0,0.9,101.0
2810,29.0,67.0,27.0,0.8,106.0
2811,27.0,64.0,33.0,2.1,67.0
2812,40.0,120.0,41.0,1.5,85.0
2813,80.0,30.0,13.0,2.4,35.0
2814,39.0,20.0,15.0,2.5,34.0
2815,87.0,38.0,15.0,3.4,41.0
2816,84.0,45.0,18.0,4.0,41.0
2817,32.0,180.0,60.0,4.1,50.0
2818,69.0,280.0,56.0,2.4,77.0
2819,39.0,170.0,54.0,3.6,62.0
2820,62.0,240.0,57.0,2.7,54.0
2821,38.0,70.0,36.0,2.7,46.0
2822,54.0,86.0,36.0,2.2,46.0
2823,23.0,61.0,37.0,2.7,50.0
2824,39.0,130.0,47.0,2.9,62.0
2825,30.0,40.0,28.0,2.2,37.0
2826,47.0,91.0,36.0,2.4,64.0
2827,49.0,98.0,38.0,2.1,58.0
2828,27.0,350.0,80.0,2.9,29.0
2829,53.0,130.0,41.0,2.6,76.0
2830,18.0,41.0,35.0,2.5,34.0
2831,31.0,110.0,54.0,2.8,29.0
2832,78.0,230.0,55.0,1.6,37.0
2833,110.0,250.0,47.0,0.8,66.0
2834,110.0,83.0,19.0,2.1,120.0
2835,58.0,73.0,24.0,3.6,110.0
2836,83.0,60.0,22.0,2.3,50.0
2837,41.0,110.0,40.0,2.1,74.0
2838,52.0,51.0,18.0,0.9,110.0
2839,8.1,8.5,17.0,1.7,21.0
2840,40.0,47.0,21.0,1.2,86.0
2841,41.0,100.0,39.0,2.3,67.0
2842,72.0,90.0,24.0,2.5,130.0
2843,62.0,160.0,43.0,1.2,84.0
2844,42.0,45.0,21.0,2.0,79.0
2845,54.0,130.0,42.0,1.0,70.0
2846,56.0,87.0,28.0,2.4,100.0
2847,48.0,120.0,38.0,1.2,88.0
2848,27.0,31.0,22.0,1.6,50.0
2849,38.0,110.0,49.0,1.5,38.0
2850,41.0,87.0,42.0,3.9,37.0
2851,52.0,130.0,41.0,1.2,75.0
2852,64.0,53.0,15.0,1.7,150.0
2853,22.0,22.0,22.0,1.3,32.0
2854,46.0,140.0,45.0,1.5,74.0
2855,56.0,43.0,17.0,2.0,94.0
2856,56.0,43.0,17.0,1.9,95.0
2857,18.0,21.0,26.0,1.5,21.0
2858,47.0,110.0,43.0,0.6,50.0
2859,100.0,49.0,16.0,1.5,55.0
2860,17.0,25.0,26.0,1.7,32.0
2861,32.0,46.0,24.0,3.3,70.0
2862,120.0,170.0,34.0,1.3,91.0
2863,26.0,30.0,21.0,0.7,57.0
2864,70.0,100.0,33.0,1.4,62.0
2865,48.0,29.0,18.0,1.9,35.0
2866,35.0,46.0,24.0,2.1,70.0
2867,29.0,61.0,34.0,2.2,55.0
2868,15.0,50.0,44.0,1.2,30.0
2869,32.0,33.0,20.0,2.1,61.0
2870,44.0,37.0,24.0,1.9,31.0
2871,34.0,30.0,22.0,1.4,37.0
2872,31.0,71.0,34.0,2.1,67.0
2873,44.0,22.0,14.0,2.1,46.0
2874,69.0,48.0,15.0,2.2,120.0
2875,17.0,69.0,43.0,0.6,50.0
2876,76.0,29.0,13.0,1.1,39.0
2877,51.0,83.0,29.0,2.5,94.0
2878,130.0,95.0,22.0,1.1,83.0
2879,62.0,95.0,28.0,2.8,110.0
2880,84.0,44.0,17.0,1.3,46.0
2881,110.0,98.0,21.0,2.3,140.0
2882,40.0,22.0,16.0,1.3,31.0
2883,45.0,23.0,15.0,1.5,36.0
2884,67.0,43.0,13.0,2.7,130.0
2885,22.0,59.0,36.0,2.1,55.0
2886,72.0,32.0,14.0,2.1,50.0
2887,59.0,190.0,38.0,1.1,170.0
2888,82.0,45.0,14.0,2.9,100.0
2889,57.0,140.0,45.0,1.6,55.0
2890,70.0,41.0,17.0,1.7,55.0
2891,65.0,91.0,33.0,2.0,50.0
2892,58.0,90.0,33.0,1.8,61.0
2893,46.0,110.0,34.0,1.6,110.0
2894,120.0,88.0,21.0,1.1,94.0
2895,93.0,50.0,18.0,0.8,40.0
2896,390.0,840.0,33.0,3.9,850.0
2897,45.0,100.0,33.0,2.7,98.0
2898,47.0,180.0,55.0,0.7,50.0
2899,72.0,210.0,49.0,3.1,69.0
2900,91.0,160.0,37.0,2.2,88.0
2901,64.0,95.0,35.0,2.9,50.0
2902,170.0,410.0,40.0,1.8,250.0
2903,44.0,230.0,55.0,2.4,88.0
2904,110.0,110.0,27.0,3.0,73.0
2905,22.0,92.0,46.0,1.3,58.0
2906,49.0,83.0,34.0,1.7,57.0
2907,46.0,200.0,56.0,1.6,58.0
2908,20.0,130.0,59.0,1.4,44.0
2909,46.0,220.0,58.0,1.9,65.0
2910,46.0,220.0,57.0,2.1,66.0
2911,54.0,210.0,53.0,1.3,73.0
2912,49.0,250.0,55.0,1.4,100.0
2913,13.0,270.0,86.0,2.3,17.0
2914,64.0,280.0,54.0,1.1,98.0
2915,14.0,47.0,45.0,4.3,25.0
2916,38.0,61.0,26.0,0.4,88.0
2917,32.0,87.0,44.0,1.7,42.0
2918,11.0,170.0,83.0,1.0,11.0
2919,39.0,290.0,63.0,1.2,86.0
2920,34.0,230.0,64.0,1.8,55.0
2921,30.0,150.0,51.0,2.0,77.0
2922,73.0,560.0,67.0,1.3,120.0
2923,24.0,240.0,72.0,1.0,41.0
2924,50.0,340.0,62.0,2.4,100.0
2925,25.0,100.0,50.0,1.0,46.0
2926,32.0,68.0,23.0,0.6,140.0
2927,11.0,85.0,60.0,0.6,30.0
2928,25.0,140.0,55.0,1.2,58.0
2929,38.0,140.0,52.0,1.9,48.0
2930,21.0,210.0,72.0,2.4,34.0
2931,19.0,45.0,24.0,2.9,91.0
2932,19.0,130.0,68.0,0.6,22.0
2933,48.0,810.0,81.0,1.8,85.0
2934,27.0,150.0,58.0,1.6,48.0
2935,27.0,250.0,76.0,1.0,23.0
2936,36.0,95.0,33.0,1.2,110.0
2937,29.0,68.0,27.0,0.8,110.0
2938,11.2,239.0,82.0,1.43,25.9
